source_kind,source_file,specialty,phenotypes,atom_id,atom_name,system,code,warehouse_meaning,warehouse_row_count,warehouse_patient_count,mapping_role,can_fire_atom_alone,review_status,match_mode,context_guard,warehouse_meaning_source,warehouse_exact_meaning,lexical_alignment,lexical_overlap_tokens,config_reuse_count,audit_flags
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,ICD10,I25.5,Ischemic cardiomyopathy,2233,416,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,1.0,"cardiomyopathy, ischemic",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,ICD10,I35.0,Nonrheumatic aortic (valve) stenosis,25738,1666,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.0,,4,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,ICD10,I42.1,Obstructive hypertrophic cardiomyopathy,2494,204,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.333,cardiomyopathy,4,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,ICD10,I42.6,Alcoholic cardiomyopathy,57,11,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.5,cardiomyopathy,2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,108701000119102,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,1234750000,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,1354544003,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,194849004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,233873004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,3,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,368009,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,45227007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,2,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,471858004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,64715009,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,3,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,,al33_competing_cardiomyopathy,Competing cause of cardiomyopathy,SNOMED_CT,715655000,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,2,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,cardiomegaly,Cardiomegaly,ICD10,I51.7,Cardiomegaly,8045,2300,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Cardiomegaly'. Related findings must remain separate atoms or rule context.,local,True,1.0,cardiomegaly,4,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,cardiomegaly,Cardiomegaly,SNOMED_CT,8186001,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Cardiomegaly'. Related findings must remain separate atoms or rule context.,,,0.0,,2,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,dyspnea,Dyspnea / shortness of breath,ICD10,R06.00,"Dyspnea, unspecified",24824,3640,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Dyspnea / shortness of breath'. Related findings must remain separate atoms or rule context.,local,True,1.0,dyspnea,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,dyspnea,Dyspnea / shortness of breath,ICD10,R06.01,Orthopnea,862,197,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Dyspnea / shortness of breath'. Related findings must remain separate atoms or rule context.,local,True,1.0,orthopnea,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,dyspnea,Dyspnea / shortness of breath,ICD10,R06.02,Shortness of breath,174062,18735,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Dyspnea / shortness of breath'. Related findings must remain separate atoms or rule context.,local,True,1.0,"breath, shortness",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,dyspnea,Dyspnea / shortness of breath,ICD10,R06.09,Other forms of dyspnea,31398,4923,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Dyspnea / shortness of breath'. Related findings must remain separate atoms or rule context.,local,True,0.5,dyspnea,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,dyspnea,Dyspnea / shortness of breath,SNOMED_CT,267036007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Dyspnea / shortness of breath'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,hypotension,Hypotension,ICD10,I95.1,Orthostatic hypotension,4432,721,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Hypotension'. Related findings must remain separate atoms or rule context.,local,True,0.5,hypotension,2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,hypotension,Hypotension,ICD10,I95.89,Other hypotension,3551,462,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Hypotension'. Related findings must remain separate atoms or rule context.,local,True,1.0,hypotension,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,hypotension,Hypotension,ICD10,I95.9,"Hypotension, unspecified",18424,2374,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Hypotension'. Related findings must remain separate atoms or rule context.,local,True,1.0,hypotension,3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,hypotension,Hypotension,SNOMED_CT,45007003,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Hypotension'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,ntprobnp_result,NT-proBNP result,SNOMED_CT,414799001,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Measurement/result route only; existence of the test does not independently establish the signal.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,pericardial_effusion,Pericardial effusion,ICD10,I31.3,Pericardial effusion (noninflammatory),2948,206,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Pericardial effusion'. Related findings must remain separate atoms or rule context.,local,True,0.667,"effusion, pericardial",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,pericardial_effusion,Pericardial effusion,ICD10,I31.39,Other pericardial effusion (noninflammatory),5362,592,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Pericardial effusion'. Related findings must remain separate atoms or rule context.,local,True,0.667,"effusion, pericardial",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,pericardial_effusion,Pericardial effusion,ICD10,I31.8,Other specified diseases of pericardium,39,11,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Pericardial effusion'. Related findings must remain separate atoms or rule context.,local,True,0.0,,1,ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,pericardial_effusion,Pericardial effusion,SNOMED_CT,373945007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Pericardial effusion'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,restrictive_cardiomyopathy,Restrictive cardiomyopathy,ICD10,I42.5,Other restrictive cardiomyopathy,257,22,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Restrictive cardiomyopathy'. Related findings must remain separate atoms or rule context.,local,True,1.0,"cardiomyopathy, restrictive",2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,restrictive_cardiomyopathy,Restrictive cardiomyopathy,ICD10,I42.8,Other cardiomyopathies,6092,497,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Restrictive cardiomyopathy'. Related findings must remain separate atoms or rule context.,local,True,0.0,,2,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,restrictive_cardiomyopathy,Restrictive cardiomyopathy,ICD10,I42.9,"Cardiomyopathy, unspecified",5730,716,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Restrictive cardiomyopathy'. Related findings must remain separate atoms or rule context.,local,True,1.0,cardiomyopathy,3,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,restrictive_cardiomyopathy,Restrictive cardiomyopathy,SNOMED_CT,415295002,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Restrictive cardiomyopathy'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,restrictive_filling,Restrictive filling / grade III diastolic dysfunction,SNOMED_CT,395704004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Restrictive filling / grade III diastolic dysfunction'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/CARDIOLOGY.json,CARDIOLOGY,AL,troponin_result,Troponin result,SNOMED_CT,105000003,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Measurement/result route only; existence of the test does not independently establish the signal.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,ICD10,D69.2,Other nonthrombocytopenic purpura,768,123,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.5,purpura,2,CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,ICD10,D69.59,Other secondary thrombocytopenia,500,44,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.5,thrombocytopenia,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,ICD10,D69.6,"Thrombocytopenia, unspecified",26679,1897,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,1.0,thrombocytopenia,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,ICD10,E54,Ascorbic acid deficiency,45,12,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.0,,1,ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,ICD10,Z79.01,Long term (current) use of anticoagulants,18453,898,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.0,,1,ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,ICD10,Z79.52,Long term (current) use of systemic steroids,1593,257,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.167,steroid,1,LOW_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,109957002,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,302215000,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,415116008,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,449681000124101,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,53751009,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,711150003,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,76169001,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,,al08_competing_purpura,Competing cause of purpura or bruising,SNOMED_CT,81500003,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,AL,ecchymosis,Spontaneous unexplained ecchymosis,ICD10,D69.2,Other nonthrombocytopenic purpura,768,123,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Spontaneous unexplained ecchymosis'. Related findings must remain separate atoms or rule context.,local,True,0.0,,2,CODE_REUSED_IN_CONFIG | ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,AL,ecchymosis,Spontaneous unexplained ecchymosis,ICD10,R23.3,Spontaneous ecchymoses,4650,830,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Spontaneous unexplained ecchymosis'. Related findings must remain separate atoms or rule context.,local,True,1.0,"ecchymose, spontaneou",1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,AL,ecchymosis,Spontaneous unexplained ecchymosis,SNOMED_CT,1156411007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Spontaneous unexplained ecchymosis'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/DERMATOLOGY.json,DERMATOLOGY,AL,ecchymosis,Spontaneous unexplained ecchymosis,SNOMED_CT,302228007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Match only the canonical clinical concept 'Spontaneous unexplained ecchymosis'. Related findings must remain separate atoms or rule context.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,ICD10,E03.9,"Hypothyroidism, unspecified",149203,11667,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,1.0,hypothyroidism,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,ICD10,E22.0,Acromegaly and pituitary gigantism,976,27,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.333,acromegaly,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,ICD10,Q90.9,"Down syndrome, unspecified",7745,520,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,1.0,down,1,CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,ICD10,T78.3XXA,"Angioneurotic edema, initial encounter",2373,308,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,local,True,0.0,,1,ZERO_LEXICAL_ALIGNMENT_REVIEW | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,SNOMED_CT,403607004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,SNOMED_CT,40930008,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,2,NOT_IN_WAREHOUSE_VOCABULARY | CODE_REUSED_IN_CONFIG | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,SNOMED_CT,41040004,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
ATOM,v5/config/shared/atoms/ENT.json,ENT,,al07_competing_macroglossia,Competing cause of macroglossia,SNOMED_CT,41291007,,0,0,DIRECT_TARGET,True,SOURCE_CANDIDATE,EXACT,Use only as a clearly documented competing explanation that adequately explains the target finding; FALSE or UNKNOWN must not block.,,,0.0,,1,NOT_IN_WAREHOUSE_VOCABULARY | CAN_FIRE_ALONE | DIRECT_TARGET
